"序号","网站标识码","网站名称","首页网址","网站主管单位","网站状态"
"267","1301810018","信用中国（河北辛集）","http://xy.xinji.gov.cn/","辛集市行政审批局（辛集市政务服务管理办公室）","正常"
"268","1301820006","藁城区人民政府","http://www.gc.gov.cn","石家庄市藁城区人民政府","正常"
"269","1301830001","晋州市人民政府","http://www.jzs.gov.cn","晋州市人民政府办公室","正常"
"270","1301840002","新乐市人民政府","http://www.xinle.gov.cn/","新乐市人民政府","正常"
"271","1301850005","石家庄市鹿泉区人民政府","http://www.sjzlq.gov.cn","石家庄市鹿泉区人民政府办公室","正常"
"272","1302000001","唐山市财政局","http://czj.tangshan.gov.cn","唐山市财政局","正常"
"273","1302000005","唐山市供销合作总社","http://gxhzzs.tangshan.gov.cn/","唐山市供销合作总社","正常"
"274","1302000007","唐山市应急管理局","http://yjglj.tangshan.gov.cn/","唐山市应急管理局","正常"
"275","1302000008","芦台经济开发区管理委员会","http://lutai.tangshan.gov.cn/","河北唐山芦台经济开发区融媒体中心","正常"
"276","1302000009","唐山高新技术产业开发区管理委员会","http://www.tsgxq.gov.cn","唐山高新技术产业开发区管理委员会办公室","正常"
"277","1302000012","唐山市住房和城乡建设局","http://zhujianju.tangshan.gov.cn/","唐山市住房和城乡建设局","正常"
"278","1302000013","唐山海港经济开发区","http://haigang.tangshan.gov.cn","唐山海港经济开发区管理委员会办公室电子政务办公室","正常"
"279","1302000014","唐山市民政局","http://minzhengju.tangshan.gov.cn/","唐山市民政局","正常"
"280","1302000015","唐山市生态环境局","http://sthjj.tangshan.gov.cn/","唐山市人民政府","正常"
"281","1302000017","唐山市公安局","gaj.tangshan.gov.cn","唐山市公安局指挥部","正常"
"282","1302000019","唐山市发展和改革委员会","http://fagaiwei.tangshan.gov.cn","唐山市发展和改革委员会","正常"
"283","1302000022","唐山市科技局","http://kejiju.tangshan.gov.cn/","唐山市科学技术局","正常"
"284","1302000024","唐山市工业和信息化局","http://gongxinju.tangshan.gov.cn","唐山市工业和信息化局","正常"
"285","1302000025","唐山市司法局","http://tssfj.tangshan.gov.cn/","唐山市司法局","正常"
"286","1302000027","唐山市审计局","http://shenjiju.tangshan.gov.cn","唐山市审计局","正常"
"287","1302000028","唐山市汉沽管理区","http://hangu.tangshan.gov.cn/","唐山市汉沽管理区管委会办公室","正常"
"288","1302000030","唐山市教育局","http://jiaoyuju.tangshan.gov.cn/","唐山市教育局","正常"
"289","1302000032","唐山市人力资源和社会保障局","https://rsj.tangshan.gov.cn","唐山市人力资源和社会保障局","正常"
"290","1302000033","唐山市自然资源和规划局（林业局）","http://zygh.tangshan.gov.cn/","唐山市自然资源和规划局","正常"
"291","1302000034","唐山市卫生健康委员会","http://wsjkwyh.tangshan.gov.cn/","唐山市卫生健康育委员会","正常"
"292","1302000035","唐山市交通运输局","http://jtysj.tangshan.gov.cn/","唐山市交通运输局","正常"
"293","1302000054","唐山市行政审批局","http://xzspj.tangshan.gov.cn","唐山市行政审批局","正常"
"294","1302000056","唐山国际旅游岛管理委员会","http://tsgjlyd.tangshan.gov.cn/","唐山国际旅游岛管理委员会","正常"
"295","1302000057","唐山市人民政府","www.tangshan.gov.cn","唐山市电子政务中心","正常"
"296","1302000064","唐山市城市管理综合行政执法局(唐山市城市管理局）","http://chengguanju.tangshan.gov.cn","唐山市城市管理综合行政执法局(唐山市城市管理局）","正常"
"297","1302000082","唐山市农业农村局","http://nyncj.tangshan.gov.cn","唐山市农业农村局","正常"
"298","1302000083","唐山市退役军人事务局","http://tyjrswj.tangshan.gov.cn/","唐山市人民政府办公室","正常"
"299","1302000084","唐山市文化广电和旅游局网","http://whgdhlyj.tangshan.gov.cn/","唐山市人民政府办公室","正常"
"300","1302000085","信用中国（河北唐山）","http://xy.tangshan.gov.cn","唐山市人民政府办公室","正常"
"301","1302000086","唐山市市场监督管理局","http://scjdglj.tangshan.gov.cn/","唐山市人民政府办公室","正常"
"302","1302000087","唐山市水利局","http://slj.tangshan.gov.cn/","唐山市人民政府办公室","正常"
"303","1302020005","路南区人民政府","http://lunan.tangshan.gov.cn","路南区人民政府","正常"
"304","1302030001","唐山市路北区人民政府","http://www.tslb.gov.cn","唐山市路北区人民政府办公室","正常"
"305","1302040003","古冶区人民政府","guye.tangshan.gov.cn","古冶区政府办公室电子政务","正常"
"306","1302050003","唐山市开平区人民政府","http://tskaiping.tangshan.gov.cn/","唐山市开平区人民政府办公室","正常"
"307","1302070011","丰南区人民政府","http://new.tangshan.gov.cn/zhengwu/ts_fengnanqu/","丰南区人民政府办公室","正常"
"308","1302080014","丰润区人民政府","http://fengrun.tangshan.gov.cn","唐山市丰润区人民政府办公室电子政务办","正常"
"309","1302090001","曹妃甸区人民政府","http://caofeidian.tangshan.gov.cn/","曹妃甸区政府办公室","正常"
"310","1302090003","河北唐山南堡经济开发区","http://www.nanpu.gov.cn/","河北唐山南堡经济开发区管理委员会党政办公室","正常"
"311","1302230001","滦州市人民政府","http://www.luanxian.gov.cn","滦州市人民政府办公室","正常"
"312","1302240016","滦南县人民政府","www.luannan.gov.cn","滦南县人民政府办公室","正常"
"313","1302250007","乐亭县人民政府","http://laoting.tangshan.gov.cn","乐亭县人民政府办公室","正常"
"314","1302270001","迁西县人民政府","http://qianxi.tangshan.gov.cn/","迁西县人民政府电子政务中心","正常"
"315","1302290007","玉田县人民政府","http://yutian.tangshan.gov.cn","玉田县人民政府办公室","正常"
"316","1302810009","遵化市人民政府","http://zunhua.tangshan.gov.cn","遵化市电子政务管理办公室","正常"
"317","1302830021","迁安市人民政府","http://www.qianan.gov.cn/","迁安市人民政府办公室","正常"
"318","1303000001","秦皇岛市审计局","http://sj.qhd.gov.cn/","秦皇岛市审计局","正常"
"319","1303000003","秦皇岛市住房和城乡建设局","http://zjj.qhd.gov.cn/","秦皇岛市住房和城乡建设局","正常"
"320","1303000007","秦皇岛市公安局","http://sgaj.qhd.gov.cn","秦皇岛市公安局","正常"
"321","1303000010","秦皇岛市工业和信息化局","http://gxj.qhd.gov.cn/","秦皇岛市工业和信息化局","正常"
"322","1303000011","秦皇岛市行政审批局","http://xzspj.qhd.gov.cn","秦皇岛市行政审批局（秦皇岛市政务服务管理办公室）","正常"
"323","1303000012","秦皇岛市教育局","jyj.qhd.gov.cn","秦皇岛市教育局","正常"
"324","1303000014","秦皇岛市林业局","http://lyj.qhd.gov.cn","秦皇岛市林业局","正常"
"325","1303000017","秦皇岛市供销合作社联合社","www.qhdcoop.com","秦皇岛市供销合作社联合社","正常"
"326","1303000018","秦皇岛市体育局","http://tyj.qhd.gov.cn/","秦皇岛市体育局","正常"
"327","1303000020","秦皇岛市应急管理局","yjgl.qhd.gov.cn","秦皇岛市应急管理局","正常"
"328","1303000021","秦皇岛市旅游和文化广电局","http://lywgj.qhd.gov.cn","秦皇岛市旅游和文化广电局","正常"
"329","1303000022","秦皇岛市生态环境局","http://sthj.qhd.gov.cn/","秦皇岛市生态环境局","正常"
"330","1303000024","秦皇岛经济技术开发区管理委员会","www.qetdz.gov.cn","秦皇岛经济技术开发区信息化建设管理办公室","正常"
"331","1303000025","秦皇岛市发展和改革委员会","http://fgw.qhd.gov.cn","秦皇岛市发展和改革委员会","正常"
"332","1303000026","秦皇岛市人力资源和社会保障局","https://qhdrsj.gov.cn,http://rsj.qhd.gov.cn","秦皇岛市人力资源和社会保障局信息中心","正常"
"333","1303000027","秦皇岛市人民政府","http://www.qhd.gov.cn","秦皇岛市人民政府","正常"
"334","1303000032","秦皇岛市市场监督管理局","http://scj.qhd.gov.cn","秦皇岛市市场监督管理局","正常"
"335","1303000033","秦皇岛市司法局","http://sf.qhd.gov.cn/","秦皇岛市司法局","正常"
"336","1303000034","秦皇岛市交通运输局","http://jtj.qhd.gov.cn/","秦皇岛市交通运输局","正常"
"337","1303000035","秦皇岛市农业农村局","http://nyncj.qhd.gov.cn","秦皇岛市农业农村局","正常"
"338","1303000036","秦皇岛水务局","http://swj.qhd.gov.cn/","秦皇岛市水务局","正常"
"339","1303000040","秦皇岛市科学技术局","http://kjj.qhd.gov.cn/","秦皇岛市科学技术局","正常"
"340","1303000045","秦皇岛市卫生健康委员会","http://wjw.qhd.gov.cn/","秦皇岛市人民政府办公室","正常"
"341","1303000046","秦皇岛市医疗保障局","http://ybj.qhd.gov.cn","秦皇岛市人民政府办公室","正常"
"342","1303020011","秦皇岛市海港区人民政府","http://www.qhdhgq.gov.cn","秦皇岛市海港区人民政府办公室","正常"
"343","1303030001","山海关区人民政府","http://www.shanhaiguan.gov.cn/","山海关区人民政府","正常"
"344","1303040001","北戴河区人民政府","www.beidaihe.gov.cn","秦皇岛市北戴河政府办公室","正常"
"345","1303210007","青龙满族自治县人民政府","http://www.chinaqinglong.gov.cn","青龙满族自治县人民政府办公室","正常"
"346","1303220001","昌黎县人民政府","http://www.clxzf.gov.cn","昌黎县人民政府办公室","正常"
"347","1303230001","抚宁区人民政府","http://www.chinafuning.gov.cn","秦皇岛市抚宁区人民政府办公室","正常"
"348","1303240009","卢龙县人民政府","http://www.lulong.gov.cn","卢龙县人民政府办公室","正常"
"349","1304000001","邯郸市卫生健康委员会","wjw.hd.gov.cn","邯郸市卫生健康委员会","正常"
"350","1304000002","邯郸市商务局","http://hdsswj.hd.gov.cn","邯郸市商务局","正常"
"351","1304000007","邯郸冀南新区管理委员会","http://www.jinanxinqu.gov.cn","邯郸冀南新区党政办","正常"
"352","1304000008","邯郸市公安局","http://gaj.hd.gov.cn","邯郸市公安局政治部","正常"
"353","1304000009","邯郸市人民政府","https://www.hd.gov.cn","邯郸市人民政府办公室电子政务处","正常"
"354","1304000010","邯郸市交通运输局","http://jtj.hd.gov.cn/","邯郸市交通运输局","正常"
"355","1304000013","邯郸市应急管理局","http://hdsyjglj.hd.gov.cn/","邯郸市应急管理局","正常"
"356","1304000014","邯郸市体育局","http://hdstyj.hd.gov.cn/","市体育局","正常"
"357","1304000016","邯郸市人力资源和社会保障局","http://rsj.hd.gov.cn","邯郸市人力资源和社会保障局","正常"
"358","1304000017","邯郸市住房公积金管理中心","http://housefund.hd.gov.cn","邯郸市住房公积金管理中心","正常"
"359","1304000020","邯郸市建设局","http://jsj.hd.gov.cn, 邯郸市建设局.政务","邯郸市建设局","正常"
"360","1304000026","邯郸市城市管理综合行政执法局","http://cgzf.hd.gov.cn","邯郸市城市管理和综合行政执法局","正常"
"361","1304000030","邯郸市文化广电和旅游局","http://wgl.hd.gov.cn","邯郸市文化广电和旅游局","正常"
"362","1304000031","邯郸市人民防空办公室","http://hdrfb.hd.gov.cn/","邯郸市人民防空办公室","正常"
"363","1304000032","邯郸市科学技术局","http://hdskjj.hd.gov.cn","邯郸市科学技术局","正常"
"364","1304000033","邯郸市教育局","http://jyj.hd.gov.cn","邯郸市教育局","正常"
"365","1304000036","邯郸市住房保障和房产管理局","http://fgj.hd.gov.cn/","邯郸市住房保障和房产管理局","正常"
"366","1304000040","邯郸市农业农村局","nyncj.hd.gov.cn","邯郸市农业农村局","正常"
"367","1304000041","邯郸市水利局","http://hdslj.hd.gov.cn","水利局","正常"
"368","1304000042","邯郸市司法局","http://sfj.hd.gov.cn","邯郸市司法局","正常"
"369","1304000043","邯郸经济技术开发区管理委员会","www.hdkfq.gov.cn","邯郸经济技术开发区党政办公室","正常"
